,nsub,xgb_8020_weights,xgb_joblib8020_max_delta_1,xgb_8020_weights_sqrt,xgb_8020_800_est,xgb_joblib8020_max_delta_5,success
865,1,1,2,2,1,2,2
866,1,1,1,1,1,1,1
867,1,2,1,2,1,2,2
868,1,2,1,1,1,1,2
869,1,1,1,1,1,1,1
870,1,1,1,1,1,1,1
871,1,3,1,1,1,1,2
872,1,1,1,1,1,1,1
873,1,1,1,1,1,1,1
874,1,2,2,2,2,2,3
875,1,1,1,1,1,1,1
876,1,1,1,1,1,1,1
877,1,6,1,1,1,1,2
878,1,8,1,1,1,1,2
879,1,7,1,1,1,1,2
880,1,2,1,1,1,1,2
881,1,2,1,1,1,1,2
882,1,2,1,1,1,1,2
883,1,2,1,1,1,1,2
884,1,1,2,2,2,2,2
885,1,1,2,2,1,1,2
886,1,1,2,2,1,1,2
887,1,1,1,1,1,1,1
888,1,14,1,1,1,1,2
889,1,2,2,2,2,2,3
890,1,1,1,1,1,1,1
891,1,2,2,2,2,2,3
892,1,2,1,1,1,1,2
893,1,2,1,1,1,1,2
894,1,2,1,1,1,1,2
895,1,2,1,1,2,1,2
896,1,1,1,1,1,1,1
897,1,2,2,2,2,2,3
898,1,1,1,1,1,1,1
899,1,1,1,1,1,1,1
900,1,2,2,2,2,2,3
901,1,6,1,1,1,1,2
902,1,1,1,1,1,1,1
903,1,3,2,2,1,1,2
904,1,7,1,1,1,1,2
905,1,2,1,1,1,1,2
906,1,1,1,1,1,1,1
907,1,1,1,1,1,1,1
908,1,1,1,1,1,1,1
909,1,1,1,1,1,1,1
910,1,1,1,1,1,1,1
911,1,8,2,2,2,2,3
912,1,1,1,1,1,1,1
913,1,3,1,1,2,1,2
914,1,1,1,1,2,1,2
915,1,2,1,1,2,1,2
916,1,12,1,1,1,1,2
917,1,2,1,2,2,2,2
918,1,1,1,1,1,1,1
919,1,1,1,1,1,1,1
920,1,1,1,1,1,1,1
921,1,6,2,4,6,1,2
922,1,6,2,4,1,1,2
923,1,2,2,2,2,2,3
924,1,1,1,1,1,1,1
925,1,1,1,1,1,1,1
926,1,2,2,2,2,2,3
927,1,2,1,1,1,1,2
928,1,3,1,1,1,1,2
929,1,1,1,1,1,1,1
930,1,1,1,1,1,1,1
931,1,1,1,1,1,1,1
932,1,1,1,1,1,1,1
933,1,1,1,1,1,1,1
934,1,1,1,1,1,1,1
935,1,1,1,1,1,1,1
936,1,1,2,2,2,2,2
937,1,1,1,1,1,1,1
938,1,1,1,1,1,1,1
939,1,2,2,2,2,2,3
940,1,2,2,2,2,2,3
941,1,2,2,2,2,2,3
942,1,1,1,1,1,1,1
943,1,1,1,1,1,1,1
944,1,2,1,1,1,1,2
945,1,1,1,1,1,1,1
946,1,2,2,2,2,2,3
947,1,2,1,1,1,1,2
948,1,1,1,2,1,1,2
949,1,1,1,1,1,1,1
950,1,1,1,1,1,1,1
951,1,1,1,1,1,1,1
952,1,1,1,1,1,1,1
953,1,1,1,1,1,1,1
954,1,1,1,1,1,1,1
955,1,1,1,1,1,1,1
956,1,1,1,1,1,1,1
957,1,2,1,1,1,1,2
958,1,2,1,1,1,1,2
959,1,2,1,1,1,1,2
960,1,1,1,1,1,1,1
961,1,2,2,2,2,2,3
962,1,2,2,2,2,2,3
963,1,1,1,1,1,1,1
964,1,4,1,4,2,1,2
965,1,4,1,4,1,1,2
966,1,1,1,1,1,1,1
967,1,1,1,1,1,1,1
968,1,1,1,1,1,1,1
969,1,1,1,1,1,1,1
970,1,1,1,1,1,1,1
971,1,2,1,1,1,1,2
972,1,2,2,2,2,2,3
973,1,2,2,2,2,2,3
974,1,2,2,2,2,2,3
975,1,3,2,2,2,2,3
976,1,1,1,1,2,1,2
977,1,1,1,1,1,1,1
978,1,1,1,1,1,1,1
979,1,3,2,1,1,1,2
980,1,6,2,2,2,2,3
981,1,2,2,4,2,2,3
982,1,1,1,2,1,2,2
983,1,1,1,1,1,1,1
984,1,2,1,2,1,1,2
985,1,3,1,1,1,1,2
986,1,3,1,1,1,2,2
987,1,2,2,1,2,2,2
988,1,2,2,1,2,2,2
989,1,2,2,1,2,2,2
990,1,4,1,2,1,1,2
991,1,4,1,2,1,1,2
992,1,2,1,2,2,1,2
993,1,4,1,1,1,1,2
994,1,2,1,2,1,1,2
995,1,12,1,1,1,1,2
996,1,2,2,2,2,2,3
997,1,2,1,1,1,1,2
998,1,1,1,1,1,1,1
999,1,4,1,1,1,1,2
1000,1,14,4,14,2,14,3
1001,1,1,1,2,1,1,2
1002,1,2,1,1,1,1,2
1003,1,2,2,2,2,2,3
1004,1,1,1,1,1,1,1
1005,1,12,2,2,2,2,3
1006,1,1,1,1,1,1,1
1007,1,6,1,1,1,1,2
1008,1,6,1,1,1,1,2
1009,1,1,1,1,1,1,1
1010,1,1,1,1,1,1,1
1011,1,2,2,2,1,1,2
1012,1,1,1,2,1,1,2
1013,1,1,1,1,1,1,1
1014,1,2,2,2,2,2,3
1015,1,1,1,1,1,1,1
1016,1,2,1,1,1,1,2
1017,1,2,1,1,1,1,2
1018,1,2,1,1,1,1,2
1019,1,2,1,1,1,1,2
1020,1,1,1,1,1,1,1
1021,1,8,1,8,1,1,2
1022,1,1,2,2,2,2,2
1023,1,1,1,1,1,1,1
1024,1,2,1,1,1,1,2
1025,1,6,2,2,2,2,3
1026,1,1,1,1,1,1,1
1027,1,6,1,1,1,1,2
1028,1,2,2,1,1,2,2
1029,1,6,2,2,2,2,3
1030,1,3,1,1,1,2,2
1031,1,1,1,2,2,1,2
1032,1,2,1,2,1,1,2
1033,1,2,2,1,2,2,2
1034,1,1,1,1,1,1,1
1035,1,1,1,1,1,1,1
1036,1,1,1,1,1,1,1
1037,1,1,1,1,1,1,1
1038,1,1,1,1,1,1,1
1039,1,1,1,1,1,1,1
1040,1,1,1,1,1,1,1
1041,1,14,1,1,1,1,2
1042,1,4,2,2,2,2,3
1043,1,1,1,1,1,1,1
1044,1,2,1,2,1,1,2
1045,1,1,2,2,2,2,2
1046,1,3,2,2,2,2,3
1047,1,6,2,2,2,2,3
1048,1,2,2,2,2,2,3
1049,1,2,1,2,1,1,2
1050,1,2,1,2,1,1,2
1051,1,1,1,1,1,1,1
1052,1,1,1,1,1,1,1
1053,1,1,1,1,1,1,1
1054,1,1,1,1,1,1,1
1055,1,1,1,1,1,1,1
1056,1,1,1,1,1,1,1
1057,1,1,1,1,1,1,1
1058,1,2,2,2,2,2,3
1059,1,2,2,2,2,2,3
1060,1,2,1,2,2,1,2
1061,1,2,1,2,2,2,2
1062,1,4,1,1,1,1,2
1063,1,2,1,2,2,2,2
1064,1,1,1,1,1,1,1
1065,1,2,1,1,1,1,2
1066,1,1,1,1,1,1,1
1067,1,1,1,1,1,1,1
1068,1,1,1,1,1,1,1
1069,1,1,1,1,1,1,1
1070,1,1,1,1,1,1,1
1071,1,6,1,2,1,2,2
1072,1,1,1,1,1,1,1
1073,1,1,1,1,1,1,1
1074,1,3,1,1,1,1,2
1075,1,3,1,1,1,1,2
1076,1,2,2,2,2,2,3
1077,1,1,1,1,1,1,1
1078,1,14,2,2,1,2,2
1079,1,2,1,2,1,4,2
1080,1,4,1,2,1,1,2
1081,1,8,2,2,2,2,3
1082,1,4,2,2,2,2,3
1083,1,2,2,2,2,2,3
1084,1,1,2,2,2,2,2
1085,1,4,2,2,2,2,3
1086,1,2,1,1,1,1,2
1087,1,2,2,2,2,2,3
1088,1,1,1,1,1,1,1
1089,1,2,2,2,2,2,3
1090,1,3,1,1,1,1,2
1091,1,3,1,2,1,1,2
1092,1,1,1,1,1,1,1
1093,1,1,1,1,1,1,1
1094,1,2,2,2,2,1,2
1095,1,2,2,2,2,2,3
1096,1,2,2,2,2,2,3
1097,1,1,1,1,1,1,1
1098,1,2,1,1,1,1,2
1099,1,4,2,2,2,2,3
1100,1,2,1,1,1,1,2
1101,1,3,1,1,1,1,2
1102,1,1,1,1,1,1,1
1103,1,1,1,1,1,1,1
1104,1,1,1,1,1,1,1
1105,1,1,1,1,1,1,1
1106,1,1,1,1,1,1,1
1107,1,2,2,2,2,2,3
1108,1,2,2,2,2,2,3
1109,1,1,1,2,2,2,2
1110,1,1,1,1,1,1,1
1111,1,2,1,1,1,1,2
1112,1,6,4,4,4,4,3
1113,1,2,2,1,1,2,2
1114,1,1,1,1,1,1,1
1115,1,4,2,2,2,2,3
1116,1,2,2,2,2,2,3
1117,1,4,4,4,2,4,3
1118,1,4,4,4,2,4,3
1119,1,1,1,1,1,1,1
1120,1,1,1,1,2,1,2
1121,1,2,2,2,2,2,3
1122,1,1,1,1,1,1,1
1123,1,1,1,1,1,1,1
1124,1,1,1,1,1,1,1
1125,1,7,1,1,1,1,2
1126,1,1,1,1,1,1,1
1127,1,1,1,1,1,1,1
1128,1,1,2,2,1,1,2
1129,1,1,2,2,1,1,2
1130,1,1,1,1,1,1,1
1131,1,1,1,2,1,1,2
1132,1,4,2,2,2,2,3
1133,1,1,1,1,1,1,1
1134,1,1,1,1,1,1,1
1135,1,1,1,1,1,1,1
1136,1,1,1,1,1,2,2
1137,1,6,1,1,1,1,2
1138,1,6,1,1,1,1,2
1139,1,6,1,1,1,1,2
1140,1,1,1,1,1,1,1
1141,1,1,1,1,1,1,1
1142,1,1,1,1,1,1,1
1143,1,1,2,1,1,1,2
1144,1,1,1,1,1,1,1
1145,1,2,1,1,1,1,2
1146,1,2,1,1,1,1,2
1147,1,2,1,1,1,1,2
1148,1,2,2,2,2,2,3
1149,1,6,2,2,2,2,3
1150,1,6,2,2,2,2,3
1151,1,1,1,2,1,1,2
1152,1,1,1,1,1,1,1
1153,1,1,1,1,1,1,1
1154,1,1,1,1,1,1,1
1155,1,1,1,1,1,1,1
1156,1,1,1,1,1,1,1
1157,1,1,1,1,1,1,1
1158,1,1,1,2,1,1,2
1159,1,1,1,1,1,1,1
1160,1,1,1,1,1,1,1
1161,1,1,1,1,1,1,1
1162,1,1,1,1,1,1,1
1163,1,2,2,1,1,2,2
1164,1,1,1,1,1,1,1
1165,1,1,1,1,1,1,1
1166,1,1,1,1,1,1,1
1167,1,1,1,2,1,1,2
1168,1,1,1,1,1,1,1
1169,1,2,2,2,2,2,3
1170,1,2,2,2,2,2,3
1171,1,2,1,1,1,1,2
1172,1,3,1,1,1,1,2
1173,1,7,1,1,1,1,2
1174,1,2,1,1,1,1,2
1175,1,3,1,1,1,1,2
1176,1,1,1,1,1,1,1
1177,1,1,1,4,1,1,2
1178,1,1,1,4,1,1,2
1179,1,1,1,4,1,1,2
1180,1,1,1,4,1,1,2
1181,1,1,1,4,1,1,2
1182,1,1,1,4,1,1,2
1183,1,6,1,1,1,1,2
1184,1,2,1,1,2,1,2
1185,1,1,1,1,1,1,1
1186,1,1,2,2,2,2,2
1187,1,1,2,1,1,1,2
1188,1,2,2,2,2,2,3
1189,1,1,1,1,1,1,1
1190,1,2,1,2,2,2,2
1191,1,12,2,1,2,2,2
1192,1,2,1,1,1,1,2
1193,1,1,2,2,2,2,2
1194,1,2,2,2,2,2,3
1195,1,1,1,1,1,1,1
1196,1,2,1,1,1,1,2
1197,1,1,1,1,1,1,1
1198,1,2,1,1,1,1,2
1199,1,1,1,1,1,1,1
1200,1,1,1,1,1,1,1
1201,1,2,1,1,1,2,2
1202,1,1,1,1,1,1,1
1203,1,1,1,1,1,1,1
1204,1,1,1,1,1,1,1
1205,1,1,1,1,1,1,1
1206,1,2,1,2,2,1,2
1207,1,1,1,1,1,1,1
1208,1,1,1,1,1,1,1
1209,1,2,1,1,2,1,2
1210,1,2,1,1,1,1,2
1211,1,2,1,1,1,1,2
1212,1,2,1,1,1,1,2
1213,1,2,1,1,1,1,2
1214,1,2,1,1,1,1,2
1215,1,2,1,1,1,1,2
1216,1,2,1,1,1,1,2
1217,1,1,1,2,1,1,2
1218,1,1,1,1,1,1,1
1219,1,12,1,1,2,2,2
1220,1,4,4,4,4,2,3
1221,1,1,1,1,1,1,1
1222,1,3,1,2,1,1,2
1223,1,2,2,2,2,2,3
1224,1,2,2,2,2,2,3
1225,1,2,2,2,2,2,3
1226,1,1,1,1,1,1,1
1227,1,1,1,1,1,1,1
1228,1,1,1,1,1,1,1
1229,1,2,1,1,1,1,2
1230,1,3,1,1,1,1,2
1231,1,6,2,2,2,2,3
1232,1,6,2,2,2,2,3
1233,1,3,2,3,2,2,3
1234,1,3,2,3,2,2,3
1235,1,3,2,3,2,3,3
1236,1,2,2,2,2,2,3
1237,1,5,2,2,1,2,2
1238,1,2,1,1,1,1,2
1239,1,3,1,1,1,1,2
1240,1,1,1,1,1,1,1
1241,1,2,1,1,1,1,2
1242,1,2,2,2,2,2,3
1243,1,2,2,2,2,2,3
1244,1,2,1,1,1,1,2
1245,1,1,1,1,1,1,1
1246,1,2,1,1,1,1,2
1247,1,2,1,2,1,1,2
1248,1,1,1,1,1,1,1
1249,1,2,2,1,2,2,2
1250,1,1,1,1,1,1,1
1251,1,1,1,1,1,1,1
1252,1,2,1,1,1,2,2
1253,1,3,1,1,1,1,2
1254,1,1,1,1,1,1,1
1255,1,1,1,1,1,1,1
1256,1,1,1,1,1,1,1
1257,1,1,1,1,1,1,1
1258,1,1,2,2,2,2,2
1259,1,3,1,1,1,1,2
1260,1,4,1,1,2,1,2
1261,1,6,2,4,2,2,3
1262,1,1,1,1,1,1,1
1263,1,2,2,1,2,2,2
1264,1,1,1,1,1,1,1
1265,1,4,1,2,1,1,2
1266,1,1,1,1,1,1,1
1267,1,2,1,2,2,2,2
1268,1,2,1,2,1,1,2
1269,1,2,1,2,2,2,2
1270,1,2,1,2,2,2,2
1271,1,2,1,2,2,2,2
1272,1,2,2,2,2,2,3
1273,1,6,1,1,1,1,2
1274,1,1,1,1,1,1,1
1275,1,1,1,1,1,1,1
1276,1,6,2,4,2,4,3
1277,1,6,2,4,2,4,3
1278,1,2,2,2,2,2,3
1279,1,2,2,2,2,2,3
1280,1,2,2,2,2,1,2
1281,1,1,2,2,2,1,2
1282,1,1,1,1,1,1,1
1283,1,1,2,2,1,1,2
1284,1,2,1,1,1,1,2
1285,1,2,1,1,1,1,2
1286,1,2,1,1,1,2,2
1287,1,2,1,1,2,1,2
1288,1,2,1,1,1,1,2
1289,1,1,1,1,1,1,1
1290,1,4,1,1,1,1,2
1291,1,6,1,1,1,1,2
1292,1,1,2,2,2,1,2
1293,1,3,1,1,1,1,2
1294,1,1,1,1,1,1,1
1295,1,6,1,2,1,1,2
1296,1,4,1,1,1,1,2
1297,1,1,1,1,1,1,1
1298,1,1,1,1,1,1,1
1299,1,1,1,1,1,1,1
1300,1,1,1,1,1,1,1
1301,1,1,1,1,1,1,1
1302,1,1,1,1,1,1,1
1303,1,2,1,1,1,1,2
1304,1,6,1,6,1,1,2
1305,1,1,1,1,1,1,1
1306,1,4,1,1,2,4,2
1307,1,1,1,1,1,1,1
1308,1,3,2,1,2,1,2
1309,1,2,1,1,1,1,2
1310,1,2,1,1,1,1,2
1311,1,2,1,1,1,1,2
1312,1,2,2,2,2,2,3
1313,1,1,1,1,1,1,1
1314,1,2,1,1,1,1,2
1315,1,1,1,1,1,1,1
1316,1,1,1,1,1,1,1
1317,1,1,1,2,1,2,2
1318,1,1,1,2,1,2,2
1319,1,1,1,2,1,2,2
1320,1,1,1,2,1,2,2
1321,1,1,1,2,1,2,2
1322,1,1,1,2,1,2,2
1323,1,1,2,2,1,2,2
1324,1,1,1,2,1,2,2
1325,1,1,1,2,1,2,2
1326,1,2,1,1,1,1,2
1327,1,1,1,1,1,1,1
1328,1,2,1,1,1,1,2
1329,1,2,1,1,1,1,2
1330,1,2,1,1,1,1,2
1331,1,1,1,1,1,1,1
1332,1,12,2,2,1,2,2
1333,1,7,2,2,1,1,2
1334,1,7,2,2,1,1,2
1335,1,6,2,2,1,1,2
1336,1,6,2,2,1,1,2
1337,1,6,2,2,1,1,2
1338,1,1,1,1,1,1,1
1339,1,8,1,1,1,1,2
1340,1,1,1,1,1,1,1
1341,1,2,2,2,2,2,3
1342,1,1,1,1,1,1,1
1343,1,1,2,2,1,1,2
1344,1,1,2,2,2,1,2
1345,1,1,1,2,2,1,2
1346,1,1,1,1,1,1,1
1347,1,1,1,1,1,2,2
1348,1,2,1,1,1,1,2
1349,1,10,1,1,1,1,2
1350,1,1,1,1,1,1,1
1351,1,1,1,1,1,1,1
1352,1,4,2,2,2,2,3
1353,1,1,2,2,2,2,2
1354,1,2,2,2,2,2,3
1355,1,1,1,1,1,1,1
1356,1,2,1,1,1,1,2
1357,1,2,1,1,1,1,2
1358,1,1,1,1,1,1,1
1359,1,2,2,2,2,2,3
1360,1,2,2,2,2,2,3
1361,1,2,2,2,1,1,2
1362,1,1,1,1,1,1,1
1363,1,2,2,2,2,2,3
1364,1,6,1,6,1,1,2
1365,1,2,2,2,2,2,3
1366,1,1,1,4,1,1,2
1367,1,1,1,1,1,1,1
1368,1,1,1,1,1,1,1
1369,1,6,1,1,1,1,2
1370,1,4,1,4,4,1,2
1371,1,1,2,2,1,2,2
1372,1,1,1,1,1,1,1
1373,1,3,1,1,1,1,2
1374,1,3,1,1,1,1,2
1375,1,1,1,1,1,1,1
1376,1,1,1,1,1,1,1
1377,1,1,1,1,1,1,1
1378,1,1,1,1,1,1,1
1379,1,1,1,1,1,1,1
1380,1,2,2,2,2,2,3
1381,1,24,1,1,1,1,2
1382,1,24,1,1,1,1,2
1383,1,1,1,1,1,1,1
1384,1,1,1,1,1,1,1
1385,1,1,2,1,1,1,2
1386,1,1,1,1,1,1,1
1387,1,6,2,2,2,2,3
1388,1,1,1,1,1,1,1
1389,1,1,1,1,1,1,1
1390,1,2,2,2,2,2,3
1391,1,3,2,1,1,2,2
1392,1,2,2,2,1,1,2
1393,1,1,1,1,1,1,1
1394,1,8,2,4,2,2,3
1395,1,4,2,4,4,2,3
1396,1,8,2,4,2,2,3
1397,1,1,1,1,1,1,1
1398,1,1,2,2,2,2,2
1399,1,6,1,1,1,1,2
1400,1,1,1,1,1,1,1
1401,1,1,1,1,1,1,1
1402,1,2,1,1,1,1,2
1403,1,1,1,1,1,1,1
1404,1,1,1,1,1,1,1
1405,1,1,1,1,1,1,1
1406,1,1,1,1,1,1,1
1407,1,1,1,1,1,1,1
1408,1,1,1,1,1,1,1
1409,1,1,1,1,1,1,1
1410,1,1,1,1,1,1,1
1411,1,1,1,1,1,1,1
1412,1,2,2,2,2,2,3
1413,1,6,2,2,2,2,3
1414,1,1,1,1,1,1,1
1415,1,1,1,1,1,1,1
1416,1,1,1,1,1,1,1
1417,1,1,1,1,1,1,1
1418,1,1,1,1,1,1,1
1419,1,1,1,1,1,1,1
1420,1,1,1,1,1,1,1
1421,1,1,1,1,1,1,1
1422,1,2,2,2,2,2,3
1423,1,1,1,1,1,1,1
1424,1,2,1,1,1,2,2
1425,1,2,2,2,2,2,3
1426,1,3,2,2,2,2,3
1427,1,3,2,2,2,2,3
1428,1,2,2,2,2,2,3
1429,1,1,2,2,2,2,2
1430,1,1,2,2,2,2,2
1431,1,1,2,2,2,2,2
1432,1,1,2,2,2,2,2
1433,1,1,1,1,1,1,1
1434,1,2,2,2,2,1,2
1435,1,2,2,1,2,1,2
1436,1,2,1,1,2,1,2
1437,1,1,1,1,1,1,1
1438,1,2,1,1,1,1,2
1439,1,2,1,1,1,1,2
1440,1,2,1,1,1,1,2
1441,1,2,1,1,1,1,2
1442,1,1,1,1,1,1,1
1443,1,2,1,2,1,2,2
1444,1,2,2,2,2,2,3
1445,1,6,2,6,2,1,2
1446,1,1,1,1,1,1,1
1447,1,1,1,1,1,1,1
1448,1,1,1,1,1,1,1
1449,1,7,1,1,1,1,2
1450,1,1,1,1,1,1,1
1451,1,1,1,1,1,1,1
1452,1,2,1,1,1,1,2
1453,1,2,2,1,2,2,2
1454,1,2,1,2,1,1,2
1455,1,2,2,2,2,2,3
1456,1,1,1,1,1,1,1
1457,1,1,1,1,1,1,1
1458,1,3,1,1,1,1,2
1459,1,2,2,2,2,2,3
1460,1,1,1,1,1,1,1
1461,1,1,1,1,1,1,1
1462,1,1,1,1,1,1,1
1463,1,1,1,1,1,1,1
1464,1,1,1,1,1,1,1
1465,1,2,1,1,1,2,2
1466,1,2,1,1,1,2,2
1467,1,4,2,1,1,1,2
1468,1,2,1,1,1,2,2
1469,1,1,1,1,1,1,1
1470,1,1,1,1,1,1,1
1471,1,3,1,2,1,1,2
1472,1,3,1,2,3,1,2
1473,1,3,3,1,1,1,2
1474,1,2,1,1,1,1,2
1475,1,1,1,1,1,1,1
1476,1,2,2,2,1,2,2
1477,1,1,2,2,1,2,2
1478,1,1,1,1,1,1,1
1479,1,1,1,1,1,1,1
1480,1,1,1,1,1,1,1
1481,1,1,1,1,1,1,1
1482,1,24,2,2,1,2,2
1483,1,2,2,2,2,2,3
1484,1,1,1,1,1,1,1
1485,1,1,1,1,1,1,1
1486,1,2,1,1,1,1,2
1487,1,1,1,1,1,1,1
1488,1,1,1,1,1,1,1
1489,1,1,1,1,1,1,1
1490,1,1,1,1,1,1,1
1491,1,2,1,1,1,1,2
1492,1,1,1,1,1,1,1
1493,1,2,1,1,2,1,2
1494,1,1,1,1,1,1,1
1495,1,1,1,1,1,1,1
1496,1,1,1,1,1,1,1
1497,1,1,1,1,1,1,1
1498,1,2,2,2,2,2,3
1499,1,1,1,1,1,1,1
1500,1,2,2,2,2,2,3
1501,1,1,2,2,2,2,2
1502,1,1,2,2,2,2,2
1503,1,3,5,3,3,5,3
1504,1,3,3,3,2,1,2
1505,1,3,3,3,3,1,2
1506,1,1,1,1,2,2,2
1507,1,1,1,1,1,1,1
1508,1,1,1,1,1,1,1
1509,1,1,1,1,1,1,1
1510,1,1,1,1,1,1,1
1511,1,5,2,2,2,2,3
1512,1,2,1,1,1,1,2
1513,1,14,2,2,2,2,3
1514,1,2,2,2,2,2,3
1515,1,2,2,2,2,2,3
1516,1,2,2,2,2,2,3
1517,1,1,1,1,1,1,1
1518,1,1,1,1,1,1,1
1519,1,1,1,1,1,1,1
1520,1,1,1,1,1,1,1
1521,1,1,1,1,1,1,1
1522,1,1,1,1,1,1,1
1523,1,1,1,1,1,1,1
1524,1,1,1,1,1,1,1
1525,1,1,1,1,1,1,1
1526,1,1,1,1,1,1,1
1527,1,1,1,1,1,1,1
1528,1,1,1,1,1,1,1
1529,1,1,1,1,1,1,1
1530,1,1,1,1,1,1,1
1531,1,2,1,1,2,1,2
1532,1,1,1,1,1,1,1
1533,1,1,1,1,1,1,1
1534,1,1,1,1,1,1,1
1535,1,1,1,1,1,1,1
1536,1,1,1,1,1,1,1
1537,1,2,1,1,1,1,2
1538,1,1,1,1,1,1,1
1539,1,1,1,1,1,1,1
1540,1,1,1,1,1,1,1
1541,1,2,1,1,1,1,2
1542,1,1,1,1,1,1,1
1543,1,1,1,1,1,1,1
1544,1,4,1,1,4,2,2
1545,1,4,1,1,4,2,2
1546,1,1,1,1,1,1,1
1547,1,2,2,2,2,2,3
1548,1,3,2,2,2,2,3
1549,1,8,1,1,1,1,2
1550,1,1,1,1,1,1,1
1551,1,1,1,1,1,1,1
1552,1,1,1,1,1,1,1
1553,1,1,1,1,1,1,1
1554,1,1,1,1,1,1,1
1555,1,1,1,1,1,1,1
1556,1,3,1,2,1,2,2
1557,1,3,1,2,1,2,2
1558,1,5,1,1,1,1,2
1559,1,3,1,1,1,1,2
1560,1,1,1,1,1,1,1
1561,1,1,1,1,1,1,1
1562,1,1,1,1,1,1,1
1563,1,1,1,1,1,1,1
1564,1,2,1,1,1,1,2
1565,1,2,1,1,1,1,2
1566,1,1,1,1,1,1,1
1567,1,2,1,1,1,1,2
1568,1,2,2,2,2,2,3
1569,1,1,1,1,1,1,1
1570,1,1,1,1,1,2,2
1571,1,3,2,3,2,3,3
1572,1,1,1,1,1,1,1
1573,1,1,1,1,1,1,1
1574,1,1,1,1,1,1,1
1575,1,2,1,2,1,1,2
1576,1,1,1,1,1,1,1
1577,1,1,1,1,1,1,1
1578,1,1,1,1,1,1,1
1579,1,1,2,2,2,2,2
1580,1,1,1,1,1,1,1
1581,1,1,1,1,1,1,1
1582,1,6,1,1,1,1,2
1583,1,1,1,1,1,1,1
1584,1,1,1,1,1,1,1
1585,1,1,1,1,1,1,1
1586,1,1,1,1,1,1,1
1587,1,2,2,1,2,2,2
1588,1,1,1,1,1,1,1
1589,1,1,1,1,1,1,1
1590,1,14,2,1,1,1,2
1591,1,1,1,1,1,1,1
1592,1,2,1,1,1,1,2
1593,1,1,1,1,1,1,1
1594,1,2,1,1,1,1,2
1595,1,2,1,1,1,1,2
1596,1,1,1,1,1,1,1
1597,1,1,1,1,1,1,1
1598,1,1,1,1,1,1,1
1599,1,1,1,2,1,2,2
1600,1,1,1,1,1,1,1
1601,1,2,2,2,2,2,3
1602,1,4,1,1,1,1,2
1603,1,1,1,1,2,1,2
1604,1,1,2,2,2,1,2
1605,1,1,1,1,1,1,1
1606,1,1,1,1,1,1,1
1607,1,2,1,1,1,1,2
1608,1,1,1,1,1,1,1
1609,1,1,1,1,1,1,1
1610,1,1,1,1,1,1,1
1611,1,1,1,1,1,1,1
1612,1,2,2,2,2,2,3
1613,1,1,1,1,1,1,1
1614,1,6,1,1,1,1,2
1615,1,2,1,1,1,1,2
1616,1,1,1,2,1,1,2
1617,1,3,1,2,1,1,2
1618,1,1,1,1,1,1,1
1619,1,1,1,1,1,1,1
1620,1,1,1,1,1,1,1
1621,1,6,1,1,1,1,2
1622,1,3,2,2,1,1,2
1623,1,6,1,1,1,1,2
1624,1,1,1,1,1,1,1
1625,1,1,1,1,1,1,1
1626,1,1,1,1,1,1,1
1627,1,1,1,1,1,1,1
1628,1,1,1,1,1,1,1
1629,1,6,1,1,1,1,2
1630,1,1,1,2,2,1,2
1631,1,2,1,2,2,1,2
1632,1,1,1,1,1,1,1
1633,1,1,1,1,1,1,1
1634,1,4,1,1,1,1,2
1635,1,2,1,1,1,1,2
1636,1,2,1,1,1,1,2
1637,1,1,1,1,1,1,1
1638,1,1,1,1,1,1,1
1639,1,1,1,1,1,1,1
1640,1,2,2,2,1,2,2
1641,1,2,1,1,1,1,2
1642,1,2,1,1,1,1,2
1643,1,2,1,1,1,1,2
1644,1,2,1,1,1,1,2
1645,1,2,1,1,1,1,2
1646,1,2,1,1,1,1,2
1647,1,2,1,1,1,1,2
1648,1,1,1,1,1,1,1
1649,1,1,1,1,1,1,1
1650,1,1,1,1,1,1,1
1651,1,1,1,1,1,1,1
1652,1,2,1,1,1,1,2
1653,1,2,1,1,1,1,2
1654,1,1,1,1,1,1,1
1655,1,1,1,1,1,1,1
1656,1,1,1,1,1,1,1
1657,1,2,1,1,1,1,2
1658,1,1,1,1,1,1,1
1659,1,1,1,1,1,1,1
1660,1,14,1,1,1,2,2
1661,1,1,1,1,1,1,1
1662,1,1,1,1,1,1,1
1663,1,1,1,2,1,1,2
1664,1,1,1,1,1,1,1
1665,1,1,1,1,1,1,1
1666,1,2,1,1,1,1,2
1667,1,2,1,1,1,1,2
1668,1,2,1,2,2,2,2
1669,1,1,1,1,1,1,1
1670,1,1,1,1,1,1,1
1671,1,1,1,1,1,1,1
1672,1,3,1,2,1,1,2
1673,1,1,1,1,1,1,1
1674,1,12,2,1,1,1,2
1675,1,6,1,1,1,1,2
1676,1,12,1,1,1,1,2
1677,1,1,1,1,1,1,1
1678,1,2,2,2,2,2,3
1679,1,1,2,1,1,1,2
1680,1,2,1,1,1,1,2
1681,1,2,1,1,1,1,2
1682,1,2,1,1,1,1,2
1683,1,8,2,2,2,2,3
1684,1,1,1,2,1,2,2
1685,1,1,2,2,2,2,2
1686,1,2,2,2,2,2,3
1687,1,1,1,1,1,1,1
1688,1,1,1,1,1,1,1
1689,1,2,1,2,2,2,2
1690,1,2,1,1,1,1,2
